id,split,wall_num,total_length,best_frame_deg,mean_residual_deg,max_residual_deg,max_adjacent_deviation_deg,non90_corner_count,atlanta_candidate,reason
PuKPg4mmafe_89fc715c56814d59aaf7eaa522fe199a,train,4,52.943866,0.000,0.000,0.000,0.000,0,0,Manhattan-like
PuKPg4mmafe_9133410d4c6749c8a274e184c2c4946c,train,4,52.687919,0.000,0.000,0.000,0.000,0,0,Manhattan-like
PuKPg4mmafe_a369445bc9e0429a868d5dc11e365f05,train,4,34.932662,0.000,0.000,0.000,0.000,0,0,Manhattan-like
PuKPg4mmafe_a3e731b8c53346cbad60c56777279606,train,4,37.487256,0.000,0.000,0.000,0.000,0,0,Manhattan-like
PuKPg4mmafe_a66ff11e61dd489994fba110d257025e,train,8,71.501942,0.000,0.000,0.000,0.000,0,0,Manhattan-like
PuKPg4mmafe_aa3049db9ce543e0bb9456793ad1ea2e,train,4,36.328709,0.000,0.000,0.000,0.000,0,0,Manhattan-like
PuKPg4mmafe_b1a000ca566e4e9d8e1de00b543dd850,train,4,54.271763,0.000,0.000,0.000,0.000,0,0,Manhattan-like
PuKPg4mmafe_c27a960b3a214265bf19688bbf7b5f4f,train,4,52.968582,0.000,0.000,0.000,0.000,0,0,Manhattan-like
PuKPg4mmafe_c50575c567e74abfbf95cdd50f71122d,train,4,36.176702,0.000,0.000,0.000,0.000,0,0,Manhattan-like
PuKPg4mmafe_dcb7e1f526b646819aa4a485171958a7,train,4,51.663183,0.000,0.000,0.000,0.000,0,0,Manhattan-like
PuKPg4mmafe_ed5878df5c86400499d7651eab1c4a35,train,4,51.651226,0.000,0.000,0.000,0.000,0,0,Manhattan-like
PuKPg4mmafe_fe3bfd1d61ec4682991ac250f0791ae1,train,4,35.059389,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_002f8c811c704f0e80f1ed0ddc682a03,train,4,16.686662,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_006565f477f74761a3016763ba679a27,train,4,15.965082,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_02e0ac86ffc647e48a677f327431e4b7,train,6,11.663132,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_042694a998724785988a46b00005fc97,train,8,18.699940,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_171ccee7e72448cf880313b7a0151466,train,6,17.854871,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_213c8f59bcab42cc8b30acd90bb045ed,train,4,14.746137,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_2be6e0ba13644a8a8b472c7a9278e237,train,6,13.037986,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_2d9d33f7b8034242b5f81027bc192ccd,train,4,18.815073,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_2f62e79def1e40848a97e9f9db534a51,train,4,17.683840,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_2fd76c93017a41f899c836b12234fcc9,train,6,24.860625,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_3fbf56b5afae4726b1e380781123c207,train,4,16.774352,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_44d36fc4a6db4b9fa476e4c487b62008,train,14,24.620096,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_471a6f3beedb4cc7a71edc7fc1c5275b,train,4,19.053791,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_4aab0b4dda514c84bce5491132392d73,train,4,19.291678,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_4d7fc7084ff4439a94484b218369887a,train,4,19.504184,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_5032cdb6cde3468281fb2d136408b138,train,4,6.666001,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_525368625e67458f892bfbc3a32618c1,train,4,11.223502,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_5b0d8b21eb2c4b98a576235617e3ce43,train,6,13.320197,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_5cfa9b0d0e5c454d9c642be13e0231e3,train,4,12.754462,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_609e62588e9149dba0ba478a64dac522,train,8,22.062253,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_63c4fe6e0083435dbff69901e04404ce,train,4,18.043810,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_6dae03ab0917470b8e53a19dc55de73c,train,4,13.740276,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_721264f08a834a16b6bc1ae739d3eaa2,train,12,16.671291,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_8a934837258740e686974eb02265db7f,train,4,40.914701,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_92596327f9434ec3a471a36084273142,train,6,26.899311,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_96de8fc454ee419bad4fcb17c49cca7a,train,6,23.023934,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_9ad676b28d144df69b36f28a4ece32bd,train,16,34.597510,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_9db7b046b8b043aba0c1b6afb477d3a4,train,14,29.836243,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_a2dc8ca957a948dea9910499d171d300,train,4,18.325765,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_aa4555c7a8b54cd5a6934af560815e2f,train,6,13.854514,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_ace0d877964b43eaa2dbfbe45f781af9,train,4,26.161739,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_ae6280cff6f44269864839c457123a17,train,4,42.645636,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_af5f5d83ed5242b792fb3e089e8ebb49,train,4,13.225395,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_afde05a9bd214e63808a5546594b59d1,train,4,19.167086,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_b2a808be7a684e2d9e36517c5036d6be,train,6,33.179416,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_bff5229aad06472f95d480577eb26d1d,train,4,9.557735,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_c33560bf70db4b9691424fbd03ebcea7,train,4,16.254733,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_c60b5077e11840faa23e474570ae0a72,train,6,24.399051,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_da3ab1ba02824248bab4f6b3299b209d,train,8,16.597145,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_de7eb10f2d0f4a2f90adf94e7028610d,train,4,19.709565,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_e1794683d4ae4a9993e7c540c03216ca,train,4,44.827370,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_e194c64fe2634caaa64ee6945a1e066e,train,6,20.983605,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_e4aa820229c5437096e4f41abf33c452,train,4,13.689332,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_e5adc5c026db41378897c0b8393c2361,train,4,8.018408,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_e5fd092e879f4239b008044e30a271d9,train,4,31.664529,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_e841279ffc134a21b4b106cbda20862a,train,4,18.217487,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_eca26a24b5ee44c09041d899c401af43,train,4,17.899340,0.000,0.000,0.000,0.000,0,0,Manhattan-like
QUCTc6BB5sX_ed1c8837347c45fabd0c967128fbcfa0,train,6,9.946531,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_03b2f545a837428188cdd8649af75897,train,4,32.387047,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_06e0fd6ae534461cbcfd0a2a1a3ec597,train,8,35.899052,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_097bda2bbb3c44f0a81461572da8113d,train,4,18.406229,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_09be981423a3442998bd724cbbdf9b2b,train,6,41.326519,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_0b435921cd9b4efb938611660be1265e,train,4,8.771784,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_0bd192ffc30d4cc3805558d09c158b62,train,6,26.007557,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_0fa7036a24454b35a6b5118a85bcb280,train,4,17.751780,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_1213fecfa51441efb2b77cfab9e1f228,train,6,27.974024,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_16708c282c26467e8e36cc00812c289c,train,4,8.889555,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_18c7936106b340babed65ae9e1ddf157,train,4,22.592047,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_199235cc58084824924d94235bbad767,train,12,34.914504,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_1c90b979691646bd918d55c7fee1c006,train,4,21.343217,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_1f253956d58749ca963cbec05793b10d,train,6,21.241140,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_21289201617a47c6b3795f640566ba6e,train,4,28.412066,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_22687496ccb8421d842cde17d27287ea,train,4,33.169976,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_23bf6a7e482840a9bafc2cf1204e84d0,train,12,13.880465,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_2450c6afba784195bf10834c786a1de3,train,4,26.472535,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_27a240dd98114949aa17bd411a29bde7,train,10,59.275558,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_2b0c49dde8da4b398b93bd57ed003e5b,train,4,29.158698,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_2c154feae9ae4430b93d25f7581e3a23,train,8,32.371264,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_2ed707dbce264e99b8e46c2bf93025a6,train,4,22.156267,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_2f58ce64fff84016a48b598779720fa1,train,4,23.883477,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_302aa672563d4c38b19b5b5003e70802,train,4,8.687680,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_3194f6f332934537a617f07a8acac6d9,train,4,29.056325,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_31d47768825a4b57a5bda2c2aecc6bed,train,4,32.941226,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_3378b61df6f2484eb2996a26ae80ed23,train,6,20.452441,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_34ff274015304d918c694178cd41efcd,train,12,35.735301,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_35298dd1214345239f966099a1ddac3f,train,4,39.934420,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_3b6b492951f84fd98cefce3113971ae3,train,8,11.204527,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_3c2baca9a1044ce9991c21eaff5eafd8,train,4,7.536936,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_3d5bbf836beb428b8bcce9eaadea0802,train,12,41.672153,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_3d5bce87412642248767e15e69469372,train,6,20.656303,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_441b6f912ca749d1b9f9e19f0bfc75c5,train,4,28.664677,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_4423663e4f284674a12f0a4d19fcc4fd,train,6,17.993220,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_4471fcf26b3847ed88ce41eca5ecb13d,train,6,10.775404,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_451849fe19af47fe96647487d4920f12,train,4,13.842252,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_4866abceb20448d38ec102dd1a4634da,train,4,29.303357,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_4efc21ad363c4d02b35319a4471a65e9,train,4,12.258592,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_54129f83115944e392f475f78a419163,train,4,29.450770,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_5537dcd1ca9c4b2281ecf6e7af4a835a,train,6,13.289862,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_5ce9901d6b764237aedb446e59ddff5c,train,14,31.321485,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_5da884a1eef8480eac0c8a1b0b869787,train,6,24.547578,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_6019439d967f4e5ab8332170d0d17a57,train,4,39.989429,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_60b90d7c381d42d49d3698e590129ccf,train,4,35.258248,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_620f1aeec3124c13bb6752155381237d,train,8,55.121309,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_62ab4bd43f8e450c894a4cd5aad23714,train,4,32.931784,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_659ca7d0111b4b539835c5d21f2cc31d,train,10,22.984231,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_69c91a8951ed45b9b1c0832fdf75dcfe,train,18,39.720715,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_6e25552e328643fa8cd4a9854bfae7f3,train,8,32.177811,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_725276af555c427aa7e8dce9b6e281bf,train,12,48.440323,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_73fb6079b25243f29b78c806d1db971c,train,4,30.147624,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_7b708eb6eca54256976220baf01508de,train,4,5.107707,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_7d0ec39ef0c64528a104cb5cd030cff7,train,4,20.329670,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_7ef9ce8b956b4266b4551f786c2b7599,train,4,17.761072,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_830de8fbe6a9400eb71bcb56b0c08b07,train,4,30.943756,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_9077f802d91b478f8db694d3b8499522,train,4,8.443448,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_910c30b78447483d911ce467a1aaa282,train,4,17.875959,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_913aefa5733c425eb79de9f5e225cd0e,train,4,44.965407,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_939f1c7150e14550ab5594c60431dbeb,train,8,29.648626,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_94d33e0178e94208a2aaa2933926d661,train,4,17.965634,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_9e807dab53ce47cd9ba4e38918e854d1,train,4,14.170292,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_9f4accb512df4fdba5ef30e6a28817c4,train,4,22.749401,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_9f70e20483d84f4b88040954003b054d,train,4,29.087887,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_a66ae65dba11419683aedcb00688da59,train,8,30.994457,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_a94292f56d724d978c04113065d2b86b,train,4,30.602959,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_a9e152cb52ce46588ced6148b5bfa4f9,train,14,61.318442,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_ab178a6f3b0940878d38744498df88bf,train,16,32.723616,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_aea462d50c1548abb9e01fa60251a4ad,train,4,9.090563,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_b1872d81d95a456494793c284002da68,train,6,17.048292,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_b227c3cafc50455eaa601243127e26ec,train,6,24.030685,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_b99a3250408b47f695aee002830b2799,train,10,24.759376,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_bafa058d3c2447a591985087e40ef56c,train,4,31.413598,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_bba127ff13114f3b95c766f29ee71f10,train,4,29.434507,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_bbea7a5544e74d4dadeb764551fd8227,train,4,28.093387,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_bd67e1a2dec64aab9e028df026ce4caf,train,4,42.909649,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_bff52b252a464909ad342ea7eb971750,train,6,9.715864,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_c0135caf88524d0fb627c924385fa080,train,4,17.386244,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_c2f4323508234486a7ead0e4968ed34a,train,8,15.774407,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_c4b07e83eb314ca6a519f680392ad67f,train,8,41.723753,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_c53e59fe5cc74d95a1d371506001db02,train,4,22.747709,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_c53f9ebbfa6b42e0958406ace286b3d1,train,6,10.840243,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_c6cb28fe88854b638d8b6b8469943bd3,train,8,37.365637,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_c8208e8cd17d4159aaf2d318b1cfb146,train,4,32.676026,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_c94b508e103a4af2a7d54920ca214634,train,8,33.181151,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_c967dad1b34d45308a0c6c909f19620b,train,4,34.120763,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_ca5809206bde40fd93a879721ecfb608,train,8,26.286755,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_ca9b27594a42478194e66ccf076fd73a,train,4,23.068750,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_ce72b075950f44ecbf6f44abd6106e08,train,4,22.940265,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_cf47df9a90d849d1959e0893f9a92010,train,4,33.728024,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_d1944c69bc814160a0786756186f0e90,train,4,8.613072,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_d1de344c27c544be87d6705a81aeb732,train,6,35.701833,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_d2cf7bc1308c4d1b86973b4ad1336404,train,4,40.003049,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_de39b37b08d24f05b97cf063b440bd46,train,4,10.735456,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_e12e60d414e94688859f0bdcb36979b7,train,4,20.760696,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_e1a817036c064ee8916723911e8640e3,train,4,29.339943,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_e3af8de7e33b4129ad366ee2992963bb,train,4,31.898638,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_e3c92cec84f04dbf8ae0cc50a8337ec5,train,14,29.382585,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_eb82b1b47f9a4735a2373c6ea18ce7af,train,4,30.262164,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_ed000d64c6d948bfa6267f7596e0efc7,train,4,33.405261,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_eec9033948a64fb2ad2dadc2be670c28,train,4,23.191517,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_eedfc04db7404fd08275483db41c4537,train,8,30.975766,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_f3d04dad3ca84d0c91d16f4d8970bb50,train,4,32.345478,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_f7fcf1bae56b4f6588c820481adaff61,train,4,18.153265,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_fa437e33b5414c09a3e524ffbc183502,train,4,18.411956,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_fb76fb85a5984f3b871b02607a535c8d,train,6,30.279286,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_fbce2bf4588444e492e9a9e66fadb5fa,train,6,29.307383,0.000,0.000,0.000,0.000,0,0,Manhattan-like
SN83YJsR3w2_fc4d6d7957aa40a2bb36b43c974f5ce6,train,6,13.974691,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_077a5ba3bfd04fd4a361ac8fb0d70e6f,train,14,22.578605,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_0980010e063a4bbbaa8b46137c0c0f24,train,4,16.697029,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_11a9a4971167411da33f888ccfe64f36,train,10,20.472360,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_12d3c6f407924f40a312abb4c0161e01,train,6,7.468160,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_235d08ff9f3f40ce9fa9e97696265dda,train,12,23.194418,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_285d75a939494d1db4a0f5b77e41657a,train,12,54.610283,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_29869aadaa614e5fa1a74873ad03df57,train,6,20.612490,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_2b4e25f552e9419c92a44e459d670ee9,train,8,33.081844,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_2f81a3bc30e94877a909e892a643d6e2,train,4,19.761702,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_3f9667c2794b467cad8075b6f5351edb,train,6,18.365077,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_4d01f92d53604a1cbbdbf728c3d81512,train,22,51.946781,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_5aa05f3ff46248e39050dba3e7d8603c,train,6,32.016840,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_5ec5dd4b73a34fdab5735118235801a2,train,6,18.431530,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_620b7b8600ef44a88bbafff85ef225d1,train,8,42.731442,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_678a1863c78745f282c8357445739ebb,train,12,36.032606,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_67a27df8992e4e3ba4c52afabbe2da44,train,12,32.456589,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_68aafa779b9c41eca16156cfddcedd2b,train,10,41.472543,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_6f74aff5213145d989f9a30bcd69a978,train,10,20.951492,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_710c0047bbb847799a8ab7f1d64bc4c7,train,4,37.550146,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_7504e98760f046d7a8f1b179dc85d93a,train,8,24.251282,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_759672c65fcc4a1ab1e1552fe60c0304,train,8,25.784564,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_776abb57972e472cb63e25d53e287d1a,train,8,17.292843,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_8808b20fbd4f4791a13aae0ca4c28b7d,train,6,18.175936,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_89823acf402a4ad8b960c04db769360e,train,10,22.624868,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_9251bb6c9c8c4999a2614174bf7c28e0,train,6,11.482397,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_99f419c6432b4c11bef52311847a853f,train,4,16.873314,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_9aa641ad8268410ab98f7941baf2391d,train,14,39.419963,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_9ca63ce0121743f39468bea7bdc170a6,train,4,16.595089,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_9e79806bc43542e6952ff8e6b2c228aa,train,8,39.076118,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_a17b80e0e3d04c6a901df849fb70c914,train,4,9.153622,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_b3d99fcc905d49f6b7e2aa03ecb1faf3,train,14,21.332614,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_b3dd183fa96f45958ed0f3efc196aedd,train,8,36.456912,0.000,0.000,0.000,0.000,0,0,Manhattan-like
TbHJrupSAjP_b48f150202734a7ea60102e1d22d216e,train,10,33.229169,0.000,0.000,0.000,0.000,0,0,Manhattan-like
